Aqua.png,Brown.png,"Dracula Cape.png",Angry.png,None.png,Red.png,"Purple Runescape Hat.png"
Aqua.png,Brown.png,"Letterman Jacket.png",Angry.png,None.png,Red.png,None.png
Aqua.png,Pink.png,"Pink Hoodie.png","Black Eye.png","Gold Chains.png",Orange.png,"Short Blonde Hair.png"
Aqua.png,Brown.png,"Pup Only Shirt.png",Anime.png,Wand.png,Yellow.png,None.png
Aqua.png,Purple.png,"Red Hawaiian.png",Squinting.png,"Gold Chains.png",Orange.png,None.png
Aqua.png,Brown.png,"Pink Hoodie.png",Squinting.png,None.png,Yellow.png,"Green Beanie.png"
Aqua.png,Grey.png,"Blue Sweater.png",Happy.png,"Eye Patch.png",Yellow.png,"Cork Hat.png"
Aqua.png,Brown.png,"White Singlet.png",Crosses.png,Wand.png,Orange.png,"Blue Beanie.png"
Aqua.png,Brown.png,"Denim Shirt.png",Crosses.png,"Chef Knife.png",Pink.png,None.png
Aqua.png,Brown.png,"Blue Sweater.png",Crosses.png,None.png,Grey.png,"Long Blonde Hair.png"
Aqua.png,Brown.png,"Vegeta Uniform.png",Worried.png,"Squirtle Squad Sunnies.png",Yellow.png,"Black Hat.png"
Aqua.png,Purple.png,"Mustard Hoodie.png",Angry.png,None.png,Red.png,None.png
Aqua.png,Pink.png,"Navy Singlet.png",Open.png,"Black Shades.png","Ball Gag.png","Purple Runescape Hat.png"
Aqua.png,Pink.png,Jersey.png,Worried.png,"Baseball Bat.png",Pink.png,"Short Blonde Hair.png"
Aqua.png,Brown.png,"White Singlet.png",Angry.png,None.png,Red.png,"Black Hat.png"
Aqua.png,Grey.png,"Black Hoodie.png",Worried.png,"Gold Chains.png",Orange.png,"Blue Runescape Hat.png"
Aqua.png,Brown.png,"Green Shirt.png",Worried.png,"Black Shades.png",Blue.png,"Green Mohawk.png"
Aqua.png,Pink.png,"Red Hawaiian.png",Crosses.png,"Gold Chains.png",Orange.png,None.png
Aqua.png,Grey.png,"Dracula Cape.png",Open.png,None.png,Orange.png,None.png
Aqua.png,Purple.png,"Red Sweater.png",Tired.png,"Chef Knife.png",Grey.png,"Blue Bandana.png"
Aqua.png,Brown.png,"Red Sweater.png",Happy.png,"Face Tattoo.png",Pink.png,"Blue Bandana.png"
Aqua.png,Pink.png,Naked.png,Angry.png,"Baseball Bat.png",Pink.png,"Black Hat.png"
Aqua.png,Pink.png,"Puffer Jacket.png",Worried.png,"Pit Vipers.png",Yellow.png,"Devil Horns.png"
Aqua.png,Brown.png,"Mustard Hoodie.png",Open.png,None.png,Orange.png,"Long Blonde Hair.png"
Aqua.png,Brown.png,"Chef Jacket.png",Crosses.png,"Gold Chains.png",Yellow.png,"Blue Hat.png"
Aqua.png,Brown.png,"Denim Shirt.png",Tired.png,None.png,Pink.png,"Long Blonde Hair.png"
Aqua.png,Ice.png,"Red Sweater.png",Angry.png,"Squirtle Squad Sunnies.png",Red.png,None.png
Aqua.png,Purple.png,"Gucci Shirt.png",Squinting.png,"Baseball Bat.png",Red.png,"Skull Beanie.png"
Aqua.png,Brown.png,"Denim Shirt.png",Tired.png,"Gold Chains.png",Orange.png,"Green Beanie.png"
Aqua.png,Grey.png,"Blue Sweater.png",Worried.png,None.png,Orange.png,"Purple Runescape Hat.png"
Aqua.png,"Neon Green.png","Red Hawaiian.png",Crosses.png,Wand.png,"Ball Gag.png",None.png
Aqua.png,Grey.png,"Camo Hoodie.png",Angry.png,"Chef Knife.png",Orange.png,"Yellow Beanie.png"
Aqua.png,Purple.png,"Denim Shirt.png",Open.png,"Chef Knife.png",Pink.png,"Cork Hat.png"
Aqua.png,Brown.png,"Blue Sweater.png",Open.png,"Pit Vipers.png",Pink.png,None.png
Aqua.png,Purple.png,"Green Shirt.png",Stoner.png,None.png,Yellow.png,"Blue Beanie.png"
Aqua.png,Brown.png,"Letterman Jacket.png",Squinting.png,"Gold Chains.png",Yellow.png,"Short Brown Hair.png"
Aqua.png,Pink.png,Naked.png,Tired.png,"Baseball Bat.png",Orange.png,"Sorting Hat.png"
Aqua.png,Grey.png,Naked.png,Stoner.png,"Eye Patch.png",Orange.png,"Blue Hat.png"
Aqua.png,Purple.png,"Green Shirt.png",Worried.png,"Face Tattoo.png",Yellow.png,"Blue Hat.png"
Aqua.png,Grey.png,"Camo Hoodie.png",Stoner.png,"Eye Patch.png",Grey.png,"Blue Bandana.png"
Aqua.png,Pink.png,"Hi-Vis Vest.png",Worried.png,"Squirtle Squad Sunnies.png",Yellow.png,"Yellow Beanie.png"
Aqua.png,Purple.png,"Camo Hoodie.png",Crosses.png,None.png,Pink.png,"Black Hat.png"
Aqua.png,Grey.png,"Black Hoodie.png",Happy.png,None.png,Pink.png,"Green Beanie.png"
Aqua.png,Brown.png,"Green Shirt.png",Stoner.png,"Squirtle Squad Sunnies.png",Red.png,"Maccas Hat.png"
Aqua.png,Grey.png,"Mustard Hoodie.png",Worried.png,"Squirtle Squad Sunnies.png",Red.png,"Green Beanie.png"
Aqua.png,Grey.png,"Green Shirt.png",Anime.png,None.png,Red.png,"Black Hat.png"
Aqua.png,Brown.png,"Green Shirt.png",Tired.png,None.png,Grey.png,None.png
Aqua.png,Grey.png,"Goku Uniform.png",Happy.png,None.png,Yellow.png,"Red Bandana.png"
Aqua.png,Grey.png,"Black Hoodie.png",Open.png,"Pit Vipers.png",Grey.png,"Yellow Beanie.png"
Aqua.png,Brown.png,"Camo Hoodie.png",Crosses.png,None.png,Grey.png,"Maccas Hat.png"
Aqua.png,Grey.png,"Skull Tank.png",Crosses.png,"Eye Patch.png",Yellow.png,"Short Blonde Hair.png"
Aqua.png,Grey.png,"Pink Hoodie.png",Stoner.png,Wand.png,Tongue.png,None.png
Aqua.png,Purple.png,Kimono.png,Stoner.png,"Face Tattoo.png",Yellow.png,"Gucci Hat.png"
Aqua.png,Purple.png,"Camo Hoodie.png",Worried.png,"Squirtle Squad Sunnies.png",Blue.png,"Short Brown Hair.png"
Aqua.png,Brown.png,"Red Hawaiian.png",Stoner.png,"Squirtle Squad Sunnies.png",Blue.png,"Short Blonde Hair.png"
Aqua.png,Brown.png,"Gucci Shirt.png",Pixel.png,"Squirtle Squad Sunnies.png",Yellow.png,"Long Blonde Hair.png"
Aqua.png,Grey.png,Naked.png,Squinting.png,"Pit Vipers.png",Yellow.png,"Chef Hat.png"
